User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
6EF6C28D;August;general questions;Terms of Service;8,39;OPS Driver
4E911C82;August;payments;Miscalculation of road toll;311,03;Product UX/UI
F3BA6EE9;September;onboarding;First Ride Guide;1,79;OPS Driver
4BB4958F;November;payments;Campaign;68,87;OPS Driver
82D3F55B;November;payments;Campaign;364,6;OPS Driver
904B4990;December;payments;Campaign;97,93;OPS Driver
638620BD;August;payments;Optimizer miscalculation;112,12;Product UX/UI
E2FAF616;December;payments;Others;24,99;OPS Driver
3919292F;October;feedbacks;Suggestion;7,48;OPS Driver
4E33EAE6;August;onboarding;First Ride Guide;7,56;OPS Driver
E525D1DC;December;payments;Campaign;107,05;OPS Driver
A47A0355;September;payments;Bugs;30,74;Product UX/UI
CA6B2566;July;payments;Ride cancellation (CSI Only);69,2;CSI
3FC05E63;July;card;Expired Card;9,33;OPS Driver
D02BC67E;December;payments;Campaign;91,5;OPS Driver
E725D784;October;incentives;Bonus Eligibility;4,21;OPS Driver
C5BCA56A;August;onboarding;First Ride Guide;7,05;OPS Driver
8F74680C;July;onboarding;ID Verification;3,53;OPS Driver
A65797D8;November;others;Miscellaneous;6,12;OPS Driver
C23F0614;December;bugs;GPS Glitch;6,59;Product UX/UI
915C230C;December;others;Miscellaneous;7,21;OPS Driver
49B2B7F9;July;payments;Ride with assault (Safety);279,16;OPS Driver
58EE8C21;July;general questions;Referral Program;4,04;OPS Driver
DEA75CE7;July;payments;Bugs;69,33;Product UX/UI
39026812;October;payments;Others;31,06;OPS Driver
725C2172;September;onboarding;First Ride Guide;8,51;OPS Driver
45339C46;August;general questions;App Navigation;9,91;OPS Driver
DC328F00;September;others;Miscellaneous;0,23;OPS Driver
272C741C;October;onboarding;First Ride Guide;1,46;OPS Driver
92283F96;October;general questions;Referral Program;8,25;OPS Driver
F53A928B;November;card;Card Linking;4,22;OPS Driver
54DE8C04;October;feedbacks;Suggestion;8,13;OPS Driver
8631F7B3;July;feedbacks;Suggestion;4,7;OPS Driver
C526D4E7;October;payments;Campaign;105,58;OPS Driver
551BEB38;November;payments;Bugs;83,73;Product UX/UI
6D352437;August;others;Miscellaneous;0,83;OPS Driver
372B8D51;November;payments;Bugs;47,44;Product UX/UI
47D41875;October;payments;Campaign;68,24;OPS Driver
CD09DBD8;November;payments;Bugs;81,06;Product UX/UI
DE191182;October;general questions;Terms of Service;2,06;OPS Driver
9F758A6A;December;onboarding;First Ride Guide;2,75;OPS Driver
5A59E98B;December;card;Card Linking;5,01;OPS Driver
4395FFB7;October;feedbacks;Driver Compliment;9,24;OPS Driver
AFFA3A15;July;onboarding;ID Verification;7,95;OPS Driver
EE728E33;November;payments;Miscalculation of road toll;12,7;Product UX/UI
03303054;October;bugs;App Crash;8,42;Product UX/UI
0A630423;September;incentives;Bonus Eligibility;0,56;OPS Driver
8A4100B5;September;others;Miscellaneous;7,49;OPS Driver
78DB7B45;December;payments;Campaign;42,16;OPS Driver
9744DF32;July;feedbacks;Suggestion;6,53;OPS Driver
BE3B3E70;December;payments;Campaign;87,25;OPS Driver
3ABE30BF;August;general questions;Referral Program;7,38;OPS Driver
BE3A331F;July;general questions;Terms of Service;7,38;OPS Driver
DC2569D1;July;feedbacks;Driver Compliment;8,15;OPS Driver
FE8173B6;November;bugs;App Crash;9,7;Product UX/UI
80E3500B;November;onboarding;App Download;5,12;OPS Driver
66E2043E;December;payments;Bugs;239,58;Product UX/UI
53EC81CE;December;payments;Campaign;114,51;OPS Driver
E6FFBC2B;November;payments;Bugs;25,61;Product UX/UI
24DD3EDE;October;onboarding;ID Verification;0,6;OPS Driver
654B7A31;December;onboarding;App Download;8,28;OPS Driver
4E7D85E2;October;incentives;Promo Code Not Working;6,95;OPS Driver
D33A2CB9;September;bugs;App Crash;9,13;Product UX/UI
CB14F5DE;October;others;Miscellaneous;6,13;OPS Driver
43C57B58;December;payments;Campaign;235,45;OPS Driver
AC36751C;September;general questions;App Navigation;2,38;OPS Driver
E0883FC1;December;payments;Campaign;108,12;OPS Driver
19EFA4BC;November;onboarding;App Download;8,68;OPS Driver
162D09E5;December;feedbacks;Suggestion;4,84;OPS Driver
0C3EC759;December;payments;Campaign;17,68;OPS Driver
EC4DDFB7;October;bugs;App Crash;4,58;Product UX/UI
FF3BFDB0;August;general questions;App Navigation;5,19;OPS Driver
F3E4CA2E;November;others;Miscellaneous;1,47;OPS Driver
4B96CC4D;November;general questions;App Navigation;3,77;OPS Driver
A1556FE2;July;incentives;Bonus Eligibility;6,58;OPS Driver
AE12EE81;December;feedbacks;Driver Compliment;3,78;OPS Driver
313844B1;August;card;Expired Card;7,08;OPS Driver
1C593305;November;payments;Campaign;65,86;OPS Driver
5A41B324;December;payments;Optimizer miscalculation;79,39;Product UX/UI
51D8E4C8;December;payments;Campaign;266,45;OPS Driver
E9927D89;December;payments;Bugs;49,41;Product UX/UI
36E90ECA;December;payments;Campaign;153,03;OPS Driver
B66134B7;November;payments;Bugs;5,33;Product UX/UI
F4DCF379;October;onboarding;App Download;7,38;OPS Driver
03A29A80;October;others;Miscellaneous;7,56;OPS Driver
65AE49B9;August;feedbacks;Suggestion;6,29;OPS Driver
FD9CB710;November;onboarding;ID Verification;6,03;OPS Driver
E19371CB;August;payments;Improper collection of ride tax;3,1;Product UX/UI
770A997F;December;payments;Campaign;34,96;OPS Driver
7BD728A0;December;payments;Campaign;113,92;OPS Driver
D8E91CF6;October;feedbacks;Suggestion;3,29;OPS Driver
4B2225FD;September;feedbacks;Suggestion;4,34;OPS Driver
82093F75;November;payments;Campaign;94,78;OPS Driver
A74FB99A;December;payments;Campaign;119,71;OPS Driver
169C8B38;December;general questions;App Navigation;8,72;OPS Driver
9C05A82E;August;onboarding;App Download;0,63;OPS Driver
879D8D55;November;payments;Campaign;45,08;OPS Driver
110E6BCC;December;onboarding;App Download;6,9;OPS Driver
C732E7BE;September;feedbacks;Driver Compliment;4,02;OPS Driver
3F9BB49F;November;payments;Optimizer miscalculation;339,71;Product UX/UI
EE253427;August;onboarding;ID Verification;6,96;OPS Driver
69FF4CB8;September;payments;Bugs;83,12;Product UX/UI
E0CA7EC6;December;incentives;Promo Code Not Working;9,28;OPS Driver
E4EFA31F;July;feedbacks;Driver Compliment;7,15;OPS Driver
119F9AA5;December;payments;Campaign;1,76;OPS Driver
C2D9FF5C;December;general questions;App Navigation;0,8;OPS Driver
2A91CC5C;December;onboarding;First Ride Guide;3,34;OPS Driver
5B71AB40;December;payments;Campaign;115,52;OPS Driver
D0216A9F;December;general questions;App Navigation;2,43;OPS Driver
7137FC8D;July;feedbacks;Suggestion;6,01;OPS Driver
80EE8124;August;feedbacks;Driver Compliment;4,58;OPS Driver
FC1BE953;November;others;Miscellaneous;5,45;OPS Driver
D5B3EA46;October;payments;Campaign;93,28;OPS Driver
B66F885F;July;onboarding;First Ride Guide;7,96;OPS Driver
1BDC1D1B;August;payments;Improper collection of ride tax;116,13;Product UX/UI
EA306A13;November;general questions;App Navigation;1,53;OPS Driver
977CE491;November;onboarding;App Download;7,37;OPS Driver
0479E80F;July;general questions;Terms of Service;7,9;OPS Driver
25C22ED0;September;others;Miscellaneous;9,38;OPS Driver
DC28A402;October;general questions;App Navigation;9,64;OPS Driver
047B2B91;September;incentives;Bonus Eligibility;2,65;OPS Driver
03CF2913;October;payments;Campaign;88,46;OPS Driver
07FA0FD8;July;card;Expired Card;4,99;OPS Driver
5E8EC689;December;onboarding;ID Verification;0,72;OPS Driver
BC14AE8B;August;card;Card Linking;0,76;OPS Driver
C29D770A;December;onboarding;App Download;1,2;OPS Driver
13657031;August;bugs;GPS Glitch;9,69;Product UX/UI
63D169F7;December;payments;Campaign;258,72;OPS Driver
564B27D6;September;onboarding;App Download;7,56;OPS Driver
8DD39346;November;payments;Improper collection of ride tax;40,25;Product UX/UI
1D1E422C;November;incentives;Bonus Eligibility;7,14;OPS Driver
EE2EBE60;July;card;Expired Card;0,21;OPS Driver
38D7BD8B;October;card;Card Linking;6,8;OPS Driver
49401101;October;payments;Optimizer miscalculation;278,71;Product UX/UI
9467CD03;December;onboarding;ID Verification;1,34;OPS Driver
1EB173EB;December;payments;Others;181,93;OPS Driver
219F8EBC;November;payments;Campaign;102,19;OPS Driver
254A8359;September;incentives;Bonus Eligibility;4,31;OPS Driver
E4121BAB;December;incentives;Bonus Eligibility;4,28;OPS Driver
BCF16ED4;September;bugs;GPS Glitch;3,51;Product UX/UI
AF08372D;October;others;Miscellaneous;5,34;OPS Driver
CF04F531;September;general questions;Terms of Service;3,23;OPS Driver
BDCE8726;July;others;Miscellaneous;3,74;OPS Driver
C0A53BBE;December;payments;Campaign;44,58;OPS Driver
700ABDA9;August;incentives;Bonus Eligibility;5,13;OPS Driver
931903B7;October;onboarding;ID Verification;0,64;OPS Driver
475691E1;December;onboarding;First Ride Guide;3,66;OPS Driver
DA590C93;July;incentives;Promo Code Not Working;8,65;OPS Driver
A1DEC8AD;July;general questions;Terms of Service;9,84;OPS Driver
05BA3F94;August;card;Expired Card;0,26;OPS Driver
D08A4E12;November;payments;Campaign;113,86;OPS Driver
94E5F2A7;December;payments;Not Validated PIN;323,2;Product UX/UI
7034F584;November;payments;Campaign;86,16;OPS Driver
049064D2;August;onboarding;ID Verification;8,62;OPS Driver
C2BDC85E;December;onboarding;ID Verification;2,27;OPS Driver
E833552E;November;onboarding;ID Verification;0,49;OPS Driver
24F13D51;December;payments;Others;99,01;OPS Driver
051B5356;December;payments;Campaign;316,99;OPS Driver
A100E365;July;feedbacks;Driver Compliment;4,97;OPS Driver
560038F1;October;onboarding;App Download;6,06;OPS Driver
E3D64947;July;feedbacks;Driver Compliment;0,72;OPS Driver
D6F6210C;November;card;Card Linking;8,27;OPS Driver
C3ED73B0;September;card;Card Linking;6,02;OPS Driver
28C72760;November;onboarding;ID Verification;2,34;OPS Driver
B30E9E4F;September;payments;Bugs;111,5;Product UX/UI
88E864D6;August;card;Expired Card;5,37;OPS Driver
2ABCF466;December;onboarding;First Ride Guide;0,66;OPS Driver
20857DEF;November;onboarding;App Download;5,42;OPS Driver
BCCB1AD9;December;payments;Bugs;82,03;Product UX/UI
0282FD73;July;feedbacks;Driver Compliment;6,46;OPS Driver
07256744;July;onboarding;ID Verification;2,17;OPS Driver
83BC98C9;October;payments;Not Validated PIN;66,56;Product UX/UI
9A0A4580;July;feedbacks;Driver Compliment;3,13;OPS Driver
DE13D6C3;July;onboarding;App Download;4,31;OPS Driver
F36420DF;December;incentives;Bonus Eligibility;5,6;OPS Driver
7BCA6BAB;July;general questions;Terms of Service;6,75;OPS Driver
6EC5713C;September;payments;Bugs;93,99;Product UX/UI
B05C6B77;November;payments;Campaign;76,37;OPS Driver
234FDA75;August;bugs;GPS Glitch;5,27;Product UX/UI
BAC6B5B2;August;onboarding;App Download;3,05;OPS Driver
54CB28A8;October;incentives;Promo Code Not Working;2,39;OPS Driver
A54C0314;November;onboarding;ID Verification;9,99;OPS Driver
FFFB62AE;October;bugs;App Crash;0,67;Product UX/UI
F43F2DDA;December;payments;Campaign;134,63;OPS Driver
F02BF084;December;payments;Campaign;120,51;OPS Driver
E6D0E21E;November;onboarding;ID Verification;6,96;OPS Driver
1D5C9B2E;September;others;Miscellaneous;9,48;OPS Driver
E6B865C6;December;payments;Campaign;359,53;OPS Driver
3722F01E;December;payments;Campaign;100,54;OPS Driver
CA88B58F;September;onboarding;First Ride Guide;2,14;OPS Driver
253AC567;December;payments;Campaign;8,42;OPS Driver
0E9CE8B5;July;general questions;Referral Program;2,01;OPS Driver
8AD0F8F4;November;payments;Campaign;37,07;OPS Driver
23FE7C4F;December;onboarding;First Ride Guide;9,65;OPS Driver
813A899C;August;onboarding;ID Verification;2,39;OPS Driver
1D85BAFE;August;payments;Not Validated PIN;177,27;Product UX/UI
D2218894;October;onboarding;ID Verification;5,49;OPS Driver
5CD0E9D5;December;payments;Campaign;117,26;OPS Driver
13E2A808;December;card;Expired Card;9,31;OPS Driver
759C8F08;December;payments;Campaign;41,14;OPS Driver
F880FBF7;September;payments;Campaign;37,77;OPS Driver
DCE14E4C;August;payments;Campaign;386,04;OPS Driver
CD876B79;December;payments;Campaign;49,25;OPS Driver
A9617EF4;August;bugs;App Crash;0,63;Product UX/UI
DAADCD15;August;general questions;App Navigation;7,57;OPS Driver
67747C3B;November;others;Miscellaneous;8,8;OPS Driver
57B5CFB9;October;payments;Others;13,21;OPS Driver
107918E2;September;onboarding;App Download;3,17;OPS Driver
1C555D53;December;payments;Campaign;94,75;OPS Driver
3682143E;September;onboarding;ID Verification;8,0;OPS Driver
ABB13E62;December;onboarding;ID Verification;7,27;OPS Driver
08908534;December;payments;Campaign;34,34;OPS Driver
A0920D75;November;onboarding;App Download;4,7;OPS Driver
04867FC0;December;payments;Campaign;31,56;OPS Driver
1F89866F;July;feedbacks;Suggestion;5,92;OPS Driver
C1E88E6B;November;others;Miscellaneous;6,05;OPS Driver
8BEFC771;September;feedbacks;Driver Compliment;8,13;OPS Driver
675AFF76;December;payments;Bugs;41,84;Product UX/UI
4265B504;August;general questions;App Navigation;0,94;OPS Driver
03DB807E;August;incentives;Bonus Eligibility;2,22;OPS Driver
4C6BB4B8;December;payments;Campaign;111,33;OPS Driver
FE868A16;December;payments;Campaign;33,72;OPS Driver
516D935C;July;onboarding;First Ride Guide;3,59;OPS Driver
4479F287;December;payments;Campaign;19,92;OPS Driver
1C711103;November;payments;Campaign;296,41;OPS Driver
9FC37358;December;onboarding;First Ride Guide;6,3;OPS Driver
3370A5E0;December;general questions;App Navigation;4,29;OPS Driver
4BF08323;December;payments;Campaign;84,86;OPS Driver
8EFFB14F;December;payments;Campaign;49,83;OPS Driver
9B801633;October;feedbacks;Suggestion;4,27;OPS Driver
590596DD;July;others;Miscellaneous;0,7;OPS Driver
C29B4D1E;September;bugs;App Crash;7,2;Product UX/UI
C09F3F0E;October;payments;Campaign;41,05;OPS Driver
471643D8;October;payments;Car Wash (UAU);35,5;UAU
EB89529B;October;payments;Campaign;109,16;OPS Driver
2461CCEA;August;others;Miscellaneous;2,71;OPS Driver
2F9F62C2;July;onboarding;App Download;1,92;OPS Driver
A4525C10;October;onboarding;ID Verification;8,45;OPS Driver
2F6313C4;September;feedbacks;Driver Compliment;9,04;OPS Driver
0F0CA939;September;feedbacks;Driver Compliment;5,75;OPS Driver
B8BD790C;October;general questions;App Navigation;4,77;OPS Driver
42924B5F;November;bugs;App Crash;6,62;Product UX/UI
F27DCF80;November;payments;Campaign;12,13;OPS Driver
52B79FA3;December;payments;Campaign;120,41;OPS Driver
EA42FEA0;August;payments;Campaign;27,02;OPS Driver
1C00F0B3;December;payments;Campaign;96,56;OPS Driver
10C32EC3;September;incentives;Bonus Eligibility;8,08;OPS Driver
22DE7CC9;December;feedbacks;Driver Compliment;0,87;OPS Driver
DCF98462;September;others;Miscellaneous;0,9;OPS Driver
B494F319;August;onboarding;First Ride Guide;5,06;OPS Driver
DFC1AB14;November;payments;Not Validated PIN;344,66;Product UX/UI
631D42CD;August;onboarding;First Ride Guide;9,3;OPS Driver
1BEDFECF;August;feedbacks;Driver Compliment;2,98;OPS Driver
9B7E91CB;July;incentives;Promo Code Not Working;4,49;OPS Driver
5B67A431;November;payments;Optimizer miscalculation;85,44;Product UX/UI
ECAD667B;July;general questions;Terms of Service;6,08;OPS Driver
A581C7E6;October;payments;Optimizer miscalculation;86,41;Product UX/UI
BD810379;October;feedbacks;Suggestion;4,13;OPS Driver
8699C547;August;others;Miscellaneous;6,39;OPS Driver
420316CA;October;others;Miscellaneous;1,15;OPS Driver
6CFCC737;November;incentives;Bonus Eligibility;1,32;OPS Driver
7F6D178B;August;payments;Optimizer miscalculation;28,32;Product UX/UI
401E3324;November;onboarding;First Ride Guide;1,67;OPS Driver
A633B5B8;July;feedbacks;Suggestion;4,78;OPS Driver
57E34B5E;November;general questions;Referral Program;6,57;OPS Driver
EC1B3F5C;August;payments;Campaign;275,74;OPS Driver
7C1A8DDF;August;onboarding;App Download;1,39;OPS Driver
83C91FBB;August;incentives;Bonus Eligibility;4,76;OPS Driver
CAD31772;December;others;Miscellaneous;6,01;OPS Driver
793F556E;December;general questions;Referral Program;6,14;OPS Driver
33851F30;November;payments;Bugs;36,55;Product UX/UI
B65A4F49;November;bugs;App Crash;2,2;Product UX/UI
3CC79B99;December;payments;Optimizer miscalculation;324,47;Product UX/UI
C0DF701D;November;others;Miscellaneous;0,82;OPS Driver
02AF0A63;July;payments;Others;6,32;OPS Driver
DB7C1DDB;July;payments;Optimizer miscalculation;294,03;Product UX/UI
26E8A171;December;payments;Campaign;100,72;OPS Driver
EB43E86A;July;onboarding;ID Verification;4,45;OPS Driver
AF930B12;December;payments;Campaign;116,96;OPS Driver
83BE5EEA;July;general questions;Referral Program;8,58;OPS Driver
EAB48122;December;payments;Improper collection of ride tax;78,31;Product UX/UI
40E1B312;November;onboarding;App Download;3,74;OPS Driver
E1D860FB;July;incentives;Promo Code Not Working;5,41;OPS Driver
82552B94;July;onboarding;First Ride Guide;4,57;OPS Driver
7DCD005B;December;feedbacks;Suggestion;4,15;OPS Driver
EF91994E;November;onboarding;App Download;0,55;OPS Driver
FC04F498;November;incentives;Promo Code Not Working;1,47;OPS Driver
14CCC884;September;bugs;App Crash;8,93;Product UX/UI
5AFECD94;October;onboarding;ID Verification;7,64;OPS Driver
E4A946BF;October;payments;Not Validated PIN;70,46;Product UX/UI
B7F1BDEA;December;payments;Campaign;94,83;OPS Driver
B1D818ED;July;feedbacks;Suggestion;4,62;OPS Driver
56AFF440;September;feedbacks;Driver Compliment;9,42;OPS Driver
86D6DE10;December;payments;Campaign;76,97;OPS Driver
5815EBB4;November;general questions;App Navigation;6,56;OPS Driver
20D0474B;September;general questions;App Navigation;1,78;OPS Driver
3A6B02EC;November;general questions;Terms of Service;2,94;OPS Driver
F81028C1;December;onboarding;First Ride Guide;2,56;OPS Driver
3DD0EB37;October;onboarding;App Download;8,89;OPS Driver
EBFC2DDB;July;incentives;Bonus Eligibility;2,22;OPS Driver
52254CE9;October;payments;Campaign;63,34;OPS Driver
B43AF5C5;October;card;Card Linking;4,62;OPS Driver
C4613806;August;payments;Bugs;133,88;Product UX/UI
D5CE3446;October;onboarding;ID Verification;9,84;OPS Driver
E57D7694;December;general questions;Referral Program;5,4;OPS Driver
E7660B04;November;payments;Campaign;100,01;OPS Driver
D9DEFAA6;November;onboarding;First Ride Guide;5,71;OPS Driver
F2E63871;December;payments;Campaign;107,85;OPS Driver
7B7DCD94;August;payments;Improper collection of ride tax;120,28;Product UX/UI
5CDB93C8;November;payments;Bugs;151,16;Product UX/UI
1CDF67C0;July;general questions;Terms of Service;2,4;OPS Driver
A69FAF74;September;onboarding;ID Verification;7,58;OPS Driver
171C03E8;November;bugs;App Crash;2,59;Product UX/UI
63FDCC5B;September;card;Expired Card;0,48;OPS Driver
5A99C305;July;onboarding;First Ride Guide;6,56;OPS Driver
371E7E86;December;bugs;App Crash;8,01;Product UX/UI
7DBD86AF;November;payments;Others;47,1;OPS Driver
FF1FD953;October;onboarding;App Download;9,06;OPS Driver
E4CB5F4E;November;payments;Campaign;74,62;OPS Driver
512C8BAD;August;onboarding;ID Verification;5,86;OPS Driver
ABF9138D;August;feedbacks;Suggestion;6,35;OPS Driver
592BB00F;July;incentives;Promo Code Not Working;7,98;OPS Driver
09832FBE;September;onboarding;ID Verification;7,93;OPS Driver
787CF1D0;November;payments;Campaign;35,39;OPS Driver
ABF0D0F5;July;feedbacks;Suggestion;3,69;OPS Driver
06E01AF1;November;onboarding;ID Verification;5,8;OPS Driver
84381769;December;onboarding;ID Verification;0,73;OPS Driver
3AE3BA27;August;payments;Campaign;13,98;OPS Driver
1C3889BA;December;payments;Campaign;318,19;OPS Driver
E68308C3;October;card;Card Linking;6,06;OPS Driver
6A56DA32;December;payments;Campaign;30,36;OPS Driver
A09100B7;December;payments;Campaign;90,57;OPS Driver
A282FD3A;July;card;Expired Card;9,7;OPS Driver
ED1BFABF;November;payments;Campaign;119,08;OPS Driver
88E25FC1;October;card;Card Linking;6,86;OPS Driver
28F26D0E;November;onboarding;ID Verification;1,38;OPS Driver
025FFD54;December;payments;Ride with assault (Safety);223,62;OPS Driver
F5FFC0BE;December;payments;Campaign;9,19;OPS Driver
E97D9960;November;general questions;Terms of Service;1,68;OPS Driver
E39213A8;October;onboarding;ID Verification;5,07;OPS Driver
F4B8534B;August;others;Miscellaneous;8,72;OPS Driver
892DEA82;August;payments;Others;82,84;OPS Driver
AB0E2AF3;December;payments;Optimizer miscalculation;81,38;Product UX/UI
9E8B48BA;September;bugs;GPS Glitch;4,8;Product UX/UI
911BBA69;October;others;Miscellaneous;8,07;OPS Driver
1F1AB02C;July;card;Card Linking;7,96;OPS Driver
85194A40;October;payments;Campaign;91,81;OPS Driver
AF4AC6B7;November;onboarding;First Ride Guide;6,39;OPS Driver
46301CC1;October;payments;Campaign;260,21;OPS Driver
74FAA837;September;feedbacks;Suggestion;2,37;OPS Driver
9B2D1416;October;payments;Others;56,75;OPS Driver
17A87CC7;August;general questions;App Navigation;5,5;OPS Driver
F30EAF91;November;incentives;Bonus Eligibility;6,59;OPS Driver
ADE177A1;December;onboarding;ID Verification;8,98;OPS Driver
4227A156;July;payments;Campaign;166,34;OPS Driver
949B6782;October;onboarding;App Download;3,23;OPS Driver
79B388D9;September;incentives;Bonus Eligibility;2,39;OPS Driver
DB267249;September;general questions;App Navigation;2,11;OPS Driver
130318FC;October;payments;Campaign;78,84;OPS Driver
3E4108F8;December;payments;Campaign;108,86;OPS Driver
4ADD0711;September;onboarding;ID Verification;9,67;OPS Driver
FF6AD837;December;payments;Campaign;88,86;OPS Driver
BD2CC461;August;card;Expired Card;6,35;OPS Driver
04249967;August;payments;Miscalculation of road toll;10,7;Product UX/UI
D41C4A4C;December;payments;Optimizer miscalculation;290,26;Product UX/UI
A7C285A2;July;bugs;App Crash;7,62;Product UX/UI
A4E5AF3C;October;general questions;App Navigation;3,98;OPS Driver
12C6F5A2;December;onboarding;First Ride Guide;4,32;OPS Driver
2BDCF7B7;August;others;Miscellaneous;4,64;OPS Driver
0328B80F;November;general questions;Terms of Service;6,6;OPS Driver
8790D701;October;others;Miscellaneous;0,72;OPS Driver
3BC9570E;October;general questions;App Navigation;0,65;OPS Driver
6683E8F1;October;payments;Optimizer miscalculation;111,28;Product UX/UI
21EDDC04;November;payments;Optimizer miscalculation;323,15;Product UX/UI
4DCA1B28;August;card;Card Linking;0,25;OPS Driver
2B9FD1FE;July;payments;Improper collection of ride tax;10,45;Product UX/UI
47D6BB45;December;onboarding;First Ride Guide;0,6;OPS Driver
BA474C1F;October;onboarding;App Download;5,59;OPS Driver
5347CAC7;October;payments;Bugs;117,44;Product UX/UI
C22DDAF7;October;general questions;Terms of Service;0,72;OPS Driver
6EE6FECE;October;general questions;App Navigation;3,54;OPS Driver
AAE2D9C3;September;incentives;Bonus Eligibility;0,49;OPS Driver
963D4BD5;August;incentives;Bonus Eligibility;1,23;OPS Driver
040F8F61;December;payments;Campaign;104,05;OPS Driver
284E9F56;December;payments;Campaign;60,3;OPS Driver
C434226D;November;onboarding;First Ride Guide;8,5;OPS Driver
5E1192E6;November;payments;Bugs;35,07;Product UX/UI
127D6504;September;onboarding;ID Verification;9,63;OPS Driver
4E567021;December;incentives;Bonus Eligibility;2,09;OPS Driver
1B12728F;November;onboarding;First Ride Guide;0,81;OPS Driver
3F601995;September;onboarding;ID Verification;7,07;OPS Driver
8208A779;October;card;Expired Card;8,01;OPS Driver
53101C5D;October;onboarding;App Download;7,29;OPS Driver
E264954A;July;incentives;Bonus Eligibility;3,05;OPS Driver
0E7A1FF1;October;others;Miscellaneous;0,95;OPS Driver
E13C7B8C;October;general questions;App Navigation;3,28;OPS Driver
36834BDC;December;card;Expired Card;9,47;OPS Driver
A7CAC185;October;payments;Campaign;56,83;OPS Driver
BD1C7F82;July;incentives;Promo Code Not Working;5,68;OPS Driver
B45337A1;August;payments;Bugs;10,56;Product UX/UI
4D5ECE4E;July;incentives;Promo Code Not Working;5,05;OPS Driver
0C4AF68F;December;payments;Campaign;60,72;OPS Driver
0DF1F129;December;feedbacks;Suggestion;4,74;OPS Driver
B6F755A5;July;onboarding;ID Verification;0,11;OPS Driver
99490824;August;payments;Others;93,97;OPS Driver
2026F7BD;August;incentives;Bonus Eligibility;5,78;OPS Driver
6442EF45;July;feedbacks;Suggestion;4,45;OPS Driver
8E927F6D;August;incentives;Bonus Eligibility;6,53;OPS Driver
724F0127;December;bugs;App Crash;6,78;Product UX/UI
EAC4A8C8;December;general questions;Terms of Service;6,23;OPS Driver
8791D6DE;November;others;Miscellaneous;5,95;OPS Driver
700035FF;July;bugs;GPS Glitch;6,61;Product UX/UI
C5CE2AB7;November;general questions;Referral Program;2,56;OPS Driver
0A060106;December;onboarding;First Ride Guide;3,19;OPS Driver
65BEDEBE;November;others;Miscellaneous;9,52;OPS Driver
B0EC46DA;September;general questions;App Navigation;2,48;OPS Driver
FC6E6E14;December;payments;Campaign;50,8;OPS Driver
11EA0024;September;general questions;Referral Program;7,01;OPS Driver
BB3D5C87;July;payments;Others;249,82;OPS Driver
7106EC28;December;onboarding;First Ride Guide;5,39;OPS Driver
CAF71123;September;card;Card Linking;0,98;OPS Driver
008D6404;August;others;Miscellaneous;3,32;OPS Driver
1EA558F6;July;general questions;Referral Program;4,51;OPS Driver
7EEBEA43;October;feedbacks;Driver Compliment;7,41;OPS Driver
12A6A741;August;incentives;Promo Code Not Working;2,86;OPS Driver
26D3FC94;December;feedbacks;Driver Compliment;0,52;OPS Driver
30DE70D7;September;onboarding;First Ride Guide;7,82;OPS Driver
0F1CACB3;October;general questions;Referral Program;7,9;OPS Driver
66AFCADB;July;onboarding;ID Verification;5,24;OPS Driver
88AABD17;September;general questions;Referral Program;2,37;OPS Driver
DB4DCB57;November;general questions;App Navigation;4,85;OPS Driver
CC66D662;November;payments;Campaign;61,02;OPS Driver
66836C06;September;incentives;Promo Code Not Working;3,89;OPS Driver
EEE31CD6;August;payments;Campaign;341,14;OPS Driver
F3219415;November;onboarding;First Ride Guide;0,26;OPS Driver
1E0158BE;July;onboarding;ID Verification;5,64;OPS Driver
63BFDBF0;November;onboarding;App Download;3,32;OPS Driver
6BB953A6;October;payments;Car Wash (UAU);122,7;UAU
2F50F9B9;December;onboarding;ID Verification;9,66;OPS Driver
B43647DB;August;onboarding;ID Verification;7,59;OPS Driver
07F74CE0;September;feedbacks;Driver Compliment;4,17;OPS Driver
490345FE;December;others;Miscellaneous;4,57;OPS Driver
85475CE4;July;card;Card Linking;4,52;OPS Driver
8332B09A;December;payments;Campaign;74,65;OPS Driver
F1CC0129;August;onboarding;App Download;1,2;OPS Driver
76E17B17;August;feedbacks;Driver Compliment;0,21;OPS Driver
0BA2F11C;October;payments;Campaign;17,27;OPS Driver
39582DC2;December;payments;Optimizer miscalculation;33,81;Product UX/UI
FF3B8659;November;onboarding;App Download;7,8;OPS Driver
6315BB3E;December;payments;Campaign;17,44;OPS Driver
198BF589;August;onboarding;ID Verification;4,1;OPS Driver
EDE474C8;August;card;Expired Card;0,94;OPS Driver
2659F0FF;August;payments;Ride with assault (Safety);20,96;OPS Driver
8614712B;August;incentives;Bonus Eligibility;8,75;OPS Driver
C43F286F;October;bugs;GPS Glitch;5,92;Product UX/UI
8EFE72EE;November;payments;Campaign;60,2;OPS Driver
58E64A46;December;onboarding;First Ride Guide;8,02;OPS Driver
3142C398;October;payments;Campaign;50,57;OPS Driver
3F3386EB;December;payments;Campaign;65,59;OPS Driver
8E8E20EF;October;payments;Campaign;285,67;OPS Driver
6B207A1D;November;bugs;GPS Glitch;3,01;Product UX/UI
